id,timestamp,device_id,device_name,action,details
289,2025-09-01T20:03:43.834306,,,PRODUCTS_BULK_UPSERT,"{""user"": ""admin"", ""result"": {""inserted"": 0, ""updated"": 23472, ""ignored"": 0}}"
290,2025-09-01T20:33:47.087757,,,PRODUCTS_BULK_UPSERT,"{""user"": ""admin"", ""result"": {""inserted"": 0, ""updated"": 23472, ""ignored"": 0}}"
291,2025-09-01T21:03:50.746861,,,PRODUCTS_BULK_UPSERT,"{""user"": ""admin"", ""result"": {""inserted"": 0, ""updated"": 23472, ""ignored"": 0}}"
292,2025-09-01T21:20:42.425485,,4147978b-91c0-42f1-92e1-45bc49038c9b,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
293,2025-09-01T21:24:35.625202,,918177ed-43a1-4361-b40a-fa9979d750a9,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
294,2025-09-01T21:33:53.853303,,,PRODUCTS_BULK_UPSERT,"{""user"": ""admin"", ""result"": {""inserted"": 0, ""updated"": 23472, ""ignored"": 0}}"
295,2025-09-01T22:03:57.121719,,,PRODUCTS_BULK_UPSERT,"{""user"": ""admin"", ""result"": {""inserted"": 0, ""updated"": 23472, ""ignored"": 0}}"
296,2025-09-01T22:34:00.348911,,,PRODUCTS_BULK_UPSERT,"{""user"": ""admin"", ""result"": {""inserted"": 0, ""updated"": 23472, ""ignored"": 0}}"
297,2025-09-01T22:41:19.004018,,918177ed-43a1-4361-b40a-fa9979d750a9,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
298,2025-09-01T22:41:20.007201,,918177ed-43a1-4361-b40a-fa9979d750a9,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
299,2025-09-01T22:41:22.399923,,918177ed-43a1-4361-b40a-fa9979d750a9,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
300,2025-09-01T22:41:22.814976,,918177ed-43a1-4361-b40a-fa9979d750a9,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
301,2025-09-01T22:41:23.174452,,918177ed-43a1-4361-b40a-fa9979d750a9,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
302,2025-09-01T22:41:23.439499,,918177ed-43a1-4361-b40a-fa9979d750a9,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
303,2025-09-01T22:41:23.591499,,918177ed-43a1-4361-b40a-fa9979d750a9,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
304,2025-09-01T22:41:23.735656,,918177ed-43a1-4361-b40a-fa9979d750a9,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
305,2025-09-01T22:41:24.074543,,918177ed-43a1-4361-b40a-fa9979d750a9,PRICE_QUERY_OK,"{""barcode"": ""30"", ""price"": 15.97, ""error"": null}"
