barcode,name,price,promo
11833,LINGUICA AUR.PREM.FININHA APIM.GRANEL kg,32.9,
11834,LINGUICA AUR.PREM.FININHA APIM.EMB.kg,32.9,
11835,FRANGO ALLIZ NATAL.ESP.TEMP.CONG.PC.kg,8.99,
11836,PANCETA SEA.SUI.CHURR.PC.kg,29.99,
11837,CR TENDER SAD.SUI.COZ.DEF.S OSSO,149.5,
11838,CR TENDER PERD.SUI.1kg,55.98,
11839,CAMARAO VERM.CONG.kg,109.9,
11840,PANCETA PERD.NABRASA TIRA CONG.PC.kg,29.99,
11841,CR PERU SAD.FAC.TEMP.CONG.3.4g,107.07,
11843,CR PERNIL SAD.SUI.C OS.CONG.6kg,83.7,
11844,CR CHESTER PERD.DESOS.CONG.2.5kg,62.48,
11846,CR LOMBO SAD.SUI.CONG.S OS.1.3kg,24.69,
11849,CR CHESTER PERD.COXA SOBR.FGO.TEMP.1.4kg,27.29,
11855,CR FRANGO SEA.DEFUM.GOURM.,39.59,
11862,CR PERU SEA.AS.FAC.TEMP.CONG.,149.5,
11864,TENDER SADIA SEMIOSSO PC.kg,59.98,
11865,TENDER PERDIGAO SUI.PC.kg,55.98,
11866,MINI TENDER SAD.SUI.COZ.DEF.S OS.PC.kg,59.98,
11878,CR CHESTER PERD.ASSA FAC.AO PESTO,94.96,
11879,CR CHESTER PERD.ASSA FAC.TEMP.CONG.3.4kg,84.97,
11881,QUEIJO POLENG.PRATO PED.kg,46.9,
11883,MIX DE FRIOS SEA.QJOS.VIGOR TIPO 1 kg,130.9,
11884,MIX DE FRIOS SEA.QJOS.VIGOR TIPO 2 kg,99.9,
11885,MEIO FGO.KORIN CONG.PC.kg,36.97,
11887,ALCATRA ALEGRA SUI.CORTE TEMP.PC.kg,25.99,
11889,CR QUEIJO POLENG.PRATO FRAC.LANCHE 350g,24.11,
11891,PAO DE MIX DE FRIOS kg,33.9,
11892,ACEM FRIBOI BOV.RESF.C OS.PED.kg,16.99,
11893,ACEM FRIBOI BOV.RESF.C OS.PED.EMB.kg,16.99,
11894,ACEM FRIBOI BOV.CONG.C OS.PED.EMB.kg,16.99,
11895,ACEM FRIBOI BOV.CONG.C OS.ASSADO EMB.kg,16.99,
11896,COSTELA FRIBOI GAU.BOV.RESF.C OS.PED.kg,16.99,
11897,COSTELA FRIBOI GAU.BOV.RESF.C O.PED.EMB.,16.99,
11898,COSTELA FRIBOI GAU.BOV.ASS.CONG.C O.EMB.,16.99,
11899,COSTELA FRIBOI GAU.BOV.GRELHA CONG.C OS.,16.99,
11900,PALETA FRIBOI BOV.RESF.C OS.kg,16.99,
11901,PALETA FRIBOI BOV.RESF.C OS.PED.EMB.kg,16.99,
11902,PALETA FRIBOI BOV.ASS.CONG.C OS.EMB.kg,16.99,
11903,PALETA FRIBOI BOV.CHULETA CONG.C OS.kg,16.99,
11904,OSSO BUCO FRIBOI BOV.PAL.CONG.C O.EMB.kg,16.99,
11905,MANGA ROSA kg,14.99,
11907,"CR TENDER SAD.SUI.COZ.DEF.S OSSO 1,1kg",72.6,
11910,COSTELA SAD.SUI.TIRAS C OS.CONG.PC.kg,18.99,
11911,CR FRANGO SAD.SUPR.TEMP.CONG.,30.36,
11912,CR CHESTER PERD.ASSA FAC.AO PESTO 3.4kg,84.97,
11913,CR PERNIL SAD.TEMP.CONG.DESOS.3.4kg,105.37,
11915,CR PERU SAD.TEMP.CONG.4kg,59.96,
11916,CR PERU SAD.TEMP.CONG.,59.96,
11917,CR PEITO PERU SAD.DESOS.TEMP.1kg,57.49,
11921,PICANHA PERD.SUI.NABRASA CONG.PC.kg,39.99,
11922,CR LOMBO SAD.SUI.TEMP.CONG.1.1kg,38.49,
11933,MIX QUEIJOS QUATA ESP.kg,89.9,
11936,PICANHA GOLD QUAL.EMB.kg,109.9,
11937,PICANHA GOLD QUAL.FAT.kg,109.9,
11946,CR BACON HANS EXTRA PERNIL 300g,19.55,
11947,CR BACON PRIETO PALETA DEF.190g,5.25,
11948,CR BACON SEA.EXTRA+CARNE 300g,10.55,
11950,CR BACON SEA.GOUR.LOMBO 300g,18.9,
11961,FRANGO CARCACA SEARA PAD.C FAROFA PC.kg,17.99,
11966,CR BISTECA AURORA SUI.CON.C OS.750g,14.99,
12000,CR QUEIJO STA.CLARA MINAS FR.R.SOD.280g,13.41,
12003,CR COSTELA PRIETO SUI.DEF.360g,17.8,
12009,CR COXA SOBR.FGO.SEA.TEMP.CONG.351g,7.72,
12016,CR FILE COST.MATUR.ANCHO BOV.RESF.1.360k,81.59,
12018,CR FILE MIG.MONT.STEAKHOUSE 1.5kg,119.85,
12022,CR FILE PANCETA PAMP.SU.TEMP.RES.S O.500,15.99,
12035,CR LINGUICA PRIETO PAIO 280g,11.3,
12036,CR LINGUICA PRIETO TP.PORT.DEF.240g,9.7,
12045,LINGUICA PAMPLONA T.CALAB.DEFUMADO kg,25.9,
12046,LINGUICA PAMPLONA T.CALAB.DEF.EMB.kg,27.3,
12047,FRANGO SADIA INT.S MIUDOS CONG.PC.kg,8.99,
12049,COSTELA MONTANA TRAS.STEAKH.PED.kg,25.99,
12050,COSTELA MONTANA TRAS.STEAKH.PED.EMB.kg,25.99,
12062,CR PANCETA SEA.SUI.CHURR.945g,28.34,
12065,CR PEITO FGO.PERD.DEF.200g,3.99,
12067,CR PEPPERONI EDER MINI 290g,30.3,
12068,CR PEPPERONI EDER 150g,20.1,
12071,CR MORTADELA PERD.TRAD.200g,4.09,
12072,CR ORELHA PAMP.SUI.SALG.MIUDO 1kg,23.2,
12074,CR PALETA DO CHEF CORD.C OS.1.230kg,98.39,
12081,CR PES PAMP.SUI.SALG.MIUDO 500g,9.85,
12086,CR PICANHA BORDON RESF.FAT.1.140kg,56.99,
12091,CR PICANHA GOLD QUAL.1.070kg,117.59,
12092,CR PICANHA MAXXY GRILL JOV.RESF.1.130kg,90.29,
12093,CR PICANHA MINERVA 1.535kg,101.16,
12094,CR PICANHA NATUR.CAR.BOV.RESF.1.060kg,74.19,
12099,CR PIMENTA BIQUINHO 150g,10.7,
12100,CR PRESUNTO SEA.GOURM.PARMA 150g,37.9,
12101,CR QUEIJO B.DESTINO MOZZ.BUF.MANTA 250g,24.47,
12104,CR QUEIJO BUF.MOZZ.BOLA SC.330g,20.11,
12105,CR QUEIJO BUF.MUSS.PEQ.280g,19.87,
12111,CR QUEIJO D OR PARM.CAP.PTA.250g,37.72,
12112,CR QUEIJO GR.MESTRI TP.GRANA Z.LAC.170g,24.02,
12113,CR QUEIJO MINAS VERT.MINAS M.CURA 650g,70.65,
12114,CR QUEIJO MUSS.VERT.MINAS REQ.RECH.350g,30.41,
12117,CR QUEIJO POLENG.COAL.ESPETO 300g,21.57,
12118,CR QUEIJO POLENG.COAL.FRAC.350g,27.96,
12121,CR QUEIJO PRESID.EMMEN.250g,31.05,
12122,CR QUEIJO PRESID.MINAS FRESC.400g,21.0,
12123,CR QUEIJO PRESIDENT COALHO ESP.350g,33.56,
12124,CR QUEIJO PRESIDENT MINAS PAD.450g,34.11,
12125,CR QUEIJO PRESIDENT PROV.180g,9.95,
12126,CR QUEIJO PURO LEITE COALHO LANCHE 450g,38.47,
12130,CR QUEIJO QUATA MINAS FRESC.Z.LACT.450g,33.07,
12131,CR QUEIJO QUATA MINAS PAD.CORTE 250g,19.57,
12138,CR QUEIJO QUATA TP.PRATO ESFERFR.200g,23.78,
12139,CR QUEIJO QUATA TP.REINO FRAC.O.200g,30.26,
12146,CONTRA FILE MATUR.STEAK CHOR.BOV.PC.kg,77.86,
12147,FILE COST.MATUR.STEAK RESF.PC.kg,74.36,
12148,CR FILE COST.MATUR.STEAK RESF.300g,22.31,
12149,CR LINGUICA PAMPLONA CALAB.DEF.400g,29.9,
12150,CR CONTRA FILE MATUR.STEAK CHOR.BOV.300g,23.36,
12151,CR QUEIJO STA.CLARA MINAS FRES.SANB.280g,14.53,
12152,CR QUEIJO STA.CLARA MINAS FRESC.Z.L.280g,15.59,
12153,CR QUEIJO STA.CLARA MINAS M.CURA 500g,40.95,
12160,CR QUEIJO TEIXEIRA PARM.200g,24.44,
12163,CR QUEIJO VANESSA M.FRESCAL PEQ.220g,10.1,
12167,CR QUEIJO VIGOR ARTES.BRAS.CAMP.VER.500g,54.95,
12168,CR QUEIJO VIGOR ARTES.BRAS.CERRADO 450g,49.45,
12169,CR QUEIJO VIGOR F.AZ.PARM.200g,39.98,
12173,CR RABO PAMP.SUI.SALG.MIUDO 220g,6.49,
12174,CR REQUEIJAO PURO LEITE LANCHE BAR.350g,21.7,
12175,CR RICOTA B.DESTINO BUF.FRES.300g,12.27,
12176,CR RICOTA VANESSA FRESC.250g,7.07,
12178,CR SALAME EDER TP.ITAL.MINI 290g,30.3,
12179,CR SALAME EDER TP.ITAL.600g,71.7,
12180,CR SALAMINHO CERAT.270g,37.9,
12182,CR SALSICHA SEARA HOT DOG 500g,5.45,
12190,CR LINGUICA AUR.PREM.FIN.APIM.CONG.300g,10.85,
12193,ALCATRA C MAM.P CHURR.EMB.kg,36.99,
12195,BATATA BAROA kg,21.97,
12196,BATATA BAROA EMB.kg,31.99,
12200,DELIVERY BATATA BAROA 550g,12.08,
12202,SALAME EDER TP.ITAL.FAT.kg,104.4,
12203,SALAME EDER TP.ITAL.FAT.EMB.kg,108.6,
12204,PEPPERONI EDER FAT.kg,116.9,
12205,PEPPERONI EDER FAT.EMB.kg,121.9,
12206,LOMBO BAC.BACALA MARE GADUS MACR.SALG.kg,149.5,
12207,FILE BAC.BACALA MARE GADUS MACR.SALG.kg,149.5,
12211,MORTADELA MARBA TRAD.FAT.EMB.kg,12.9,
12212,MORTADELA MARBA ROYAL DEF.FAT.EMB.kg,27.8,
12213,MORTADELA MARBA ITALIANA SUPER.FAT.EMB.k,45.9,
12214,MORTADELA MARBA ITALIANA C AZ.FAT.EMB.kg,60.5,
12215,PICANHA SULITA SUI.S OS.CONG.PC.kg,27.9,
12216,HOT BALL kg,79.9,
12217,HOT ROLL ABERTO kg,79.9,
12218,TIBONE MATURATTA BOV.PC.kg,53.99,
12219,CORACAO PALETA 1953 BOV.S OS.PC.kg,55.9,
12220,BRISKET 1953 BOV.PED.PC.kg,48.99,
12221,CR FRANGO CARCACA SEARA PAD.C FAROFA 1.5,26.99,
12222,SALAME EDER TP.ITAL.APER.kg,25.9,
12223,PEPPERONI EDER APER.kg,25.9,
12224,MORTADELA MARBA TRAD.APER.kg,13.9,
12225,MORTADELA MARBA ROYAL DEF.APER.kg,22.9,
12226,MORTADELA MARBA ITAL.SUPER.APER.kg,22.9,
12227,MORTADELA MARBA ITAL.C AZEIT.APER.kg,22.9,
12228,OVO PASC.DE COLHER NINHO C AV.kg,134.9,
12229,OVO PASC.DE COLHER NINHO C MOR.kg,134.9,
12230,OVO PASC.DE COLHER BRIG.kg,134.9,
12231,OVO PASC.DE COLHER KIDS kg,134.9,
12234,CR CONTRA FILE MATURATTA BOV.TIBONE 700g,37.79,
12235,CR QUEIJO VIGOR FORMA PARM.200g,17.98,
12236,CR PANCETA SEARA SUI.800g,15.99,
12237,CR FRANGO SADIA INT.S MIUDOS CONG.1.8kg,16.18,
12238,CR CORACAO PALETA 1953 BOV.S OS.730g,40.81,
12239,CR PEITO 1953 BOV.PED.1.290kg,63.2,
12240,CR PEIXINHO 1953 BOV.830g,41.49,
12241,PANCETA SEARA SUI.PC.kg,19.99,
12242,PANCETA SEARA SUI.FAT.kg,19.99,
12243,PANCETA SEARA SUI.FAT.EMB.kg,19.99,
12244,CARNE MOIDA FGO.RESF.EMB.kg,25.99,
12245,COSTELA PAMPLONA SUI.SALG.C OS.EMB.kg,36.7,
12246,FRANGO PASSARINHO S.RESF.kg,9.99,
12247,FRANGO PASSARINHO S.RESF.EMBALADO kg,9.99,
12248,FRANGO PASSARINHO S.TEMPERADO kg,12.99,
12249,FRANGO PASSARINHO S.TEMPERADO EMBALADO k,12.99,
12251,PEIXINHO 1953 BOV.PC.kg,49.99,
12252,SHORT RIB 1953 BOV.C OS.PC.kg,56.99,
12253,ASSADO TIRAS 1953 PC.kg,69.99,
12255,PP COMBO PICADINHO DE CARNE kg,44.9,
12256,PP COMBO SOBRECOXA FGO.ASSADA kg,49.9,
12257,PP COMBO FILE FGO.GRELHADO kg,44.9,
12258,PP COMBO BIFE A PARMEGIANA kg,39.9,
12259,PP COMBO FILE MERLUZA kg,59.9,
12260,PP COMBO STROGONOFF FGO.kg,39.9,
12261,CR ACEM 1953 BOV.SHORT RIB C OS.520g,29.63,
12262,CR COSTELA 1953 BOV.TRAS.TIRAS  1.515k,106.03,
12263,CR QUEIJO TIROLEZ COAL.CHED.ESPET.280g,26.85,
12264,CR CONTRA FILE 1953 BOV.PED.1.250g,94.88,
12266,CR BIFE RAQUETE 1953 BOV.990g,61.37,
12267,CR ACEM 1953 PORC.BOV.1.450g,86.86,
12268,CR ACEM MATURATTA BOV.SHORT RIB C O.780g,23.39,
12269,CR FILE COST.MATURATTA BOV.C OS.1.360kg,81.46,
12270,CR COSTELA MATARATTA BOV.DIAN.C O.1.157g,34.7,
12271,CR CHULETA MATURATTA BOV.C OS.790g,42.65,
12272,CR CHULETA MATURATTA BOV.C OS.790g,21.32,
12275,QUEIJO CATUPIRY APETI T.ESTEPE FR.PC.kg,137.3,
12276,QUEIJO CATUPIRY APETI TP.SUICO FR.PC.kg,149.5,
12279,QUEIJO CATUPIRY APETI T.GOUDA FRAC.PC.kg,145.2,
12280,QUEIJO CATUPIRY COALHO EM ESPETO PC.kg,78.85,
12281,PP PICADINHO DE CARNE kg,59.9,
12289,KIT LASANHA SADIA MUSS.PRES.kg,40.9,
12290,KIT LASANHA AURORA MUSS.PRES.kg,39.9,
12291,QUEIJO CATUPIRY MINAS PADRAO PC.kg,77.3,
12292,CR QUEIJO CATUP.APETI GRANA PAD.12M 180g,16.41,
12293,CR QUEIJO CATUPIRY APETI T.EMMEN.160g,26.35,
12294,CR QUEIJO CATUPIRY APETI T.ESTEPE 180g,24.71,
12295,CR QUEIJO CATUPIRY APETI T.GOUDA 150g,21.78,
12296,CR QUEIJO CATUPIRY APETI T.GRAN.12M 150g,24.88,
12297,CR QUEIJO CATUPIRY APETI TP.SUICO 150g,23.91,
12298,CR QUEIJO CATUPIRY COALHO EM ESP.400g,31.54,
12299,CR QUEIJO CATUPIRY MINAS PADRAO 500g,38.65,
12301,PERNIL GRAN CORTE SUI.C O.C P.RESF.PC.kg,19.99,
12302,PERNIL GRAN CORTE SUI.C O.C P.RESF.kg,19.99,
12303,PERNIL GRAN CORTE SUI.C O.C P.RESF.EMB.k,19.99,
12304,PALETA GRAN CORTE SUI.C O.C P.RESF.PC.kg,19.99,
12305,PALETA GRAN CORTE SUI.C O.C P.RESF.kg,19.99,
12306,PALETA GRAN CORTE SUI.C O.C P.RESF.EMB.k,19.99,
12307,PALETA GRAN CORTE SUI.S O.S P.RESF.PC.kg,22.99,
12308,PALETA GRAN CORTE SUI.S O.S P.RESF.kg,22.99,
12309,PALETA GRAN CORTE SUI.S O.S P.RESF.EMB.k,22.99,
12310,LOMBO GRAN CORTE SUI.S O.S P.INT.PC.kg,25.99,
12311,LOMBO GRAN CORTE SUI.S O.S P.INTEIRO kg,25.99,
12312,LOMBO GRAN CORTE SUI.S O.S P.INT.EMB.kg,27.99,
12313,CARRE GRAN CORTE SUI.C O.S P.RESF.PC.kg,19.99,
12314,CARRE GRAN CORTE SUI.C OS.S PELE RESF.kg,19.99,
12315,CARRE GRAN CORTE SUI.C O.S P.RESF.EMB.kg,19.99,
12316,SOBREPALETA GRAN CORTE SUI.S OS.PC.kg,24.99,
12317,SOBREPALETA GRAN CORTE SUI.S OS.FAT.kg,24.99,
12318,COPA LOMBO GRAN CORTE SUI.S O.FAT.EMB.kg,24.99,
12319,FILE MIG.GRAN CORTE SUI.S O.RESF.PC.kg,26.99,
12320,FILE MIG.GRAN CORTE SUI.S O.RESF.PED.EMB,29.99,
12321,FILE MIG.GRAN CORTE SUI.S O.RESF.FAT.EMB,29.99,
12322,BARRIGA GRAN CORTE SUI.S O.C P.RESF.PC.k,33.99,
12323,BARRIGA GRAN CORTE SUI.S O.C P.RESF.kg,33.99,
12324,BARRIGA GRAN CORTE SUI.S O.C P.RESF.EMB.,33.99,
12325,COSTELA GRAN CORTE SUI.C OS.RESF.PC.kg,34.99,
12326,COSTELA GRAN CORTE SUI.C OS.RESF.CORT.kg,34.99,
12327,COSTELA GRAN CORTE SUI.C OS.RESF.EMB.kg,34.99,
12328,COSTADO GRAN CORTE SUI.C OS.RESF.PC.kg,29.99,
12329,COSTADO GRAN CORTE SUI.C OS.RESF.CORT.kg,29.99,
12330,COSTADO GRAN CORTE SUI.C OS.RESF.EMB.kg,29.99,
12331,PERNIL GRAN CORTE SUI.S O.S P.RESF.PC.kg,24.99,
12332,PERNIL GRAN CORTE SUI.S O.S P.RESF.FAT.k,24.99,
12333,PERNIL GRAN CORTE S O.S P.RESF.FAT.EMB.k,24.99,
12334,PERNIL GRAN CORTE SUI.S O.C P.RESF.PC.kg,23.99,
12335,PERNIL GRAN CORTE SUI.S O.C P.RESF.FAT.k,23.99,
12336,PERNIL GRAN CORTE S O.C P.RESF.FAT.EMB.k,23.99,
12340,CR COSTADO GRAN CORTE SUI.C OS.RESF.1kg,29.99,
12341,PATE PRESUNTO kg,55.9,
12342,PATE PEITO DE PERU kg,69.9,
12357,COSTELA PRIETO SUI.CONG.APER.EMB.kg,13.99,
12358,COSTELA PRIETO SUI.RESF.APER.kg,13.99,
12359,MACA YELLO kg,15.99,
12360,QUEIJO POLENGHI A QUEIJ.T.SUICO PC.kg,149.5,
12363,CR QUEIJO COOPER MUSS.FRESC.LIG.450g,18.0,
12364,CR QUEIJO COOPER MUSS.FRESC.PEQ.450g,19.3,
12366,CR QUEIJO COOPER MUSS.620g,37.14,
12367,CR QUEIJO COOPER MUSS.PAD.MET.560g,33.54,
12368,CR QUEIJO COOPER RIC.FRESC.480g,12.91,
12369,CR QUEIJO VANESSA M.FRESCAL PEQ.430g,19.74,
12370,CR QUEIJO VANESSA MINAS FRESC.LIG.P.400g,12.76,
12371,CR QUEIJO VANESSA MINAS FRESC.LIG.PT.400,19.08,
12372,CR QUEIJO VANESSA MINAS FRESC.PT.400g,16.76,
12373,CR QUEIJO VANESSA MINAS PAD.MET.300g,19.98,
12374,CR QUEIJO VANESSA MUSS.NOZ.280g,16.6,
12375,CR QUEIJO VANESSA MUSS.PAL.280g,16.6,
12380,CR QUEIJO COMEV.MINAS MEIA CURA 520g,34.27,
12382,CR MORTADELA MARBA ITAL.C AZEIT.250g,16.7,
12383,CR MORTADELA MARBA ITAL.SUPER.250g,12.65,
12384,CR MORTADELA MARBA ROYAL DEF.250g,7.65,
12385,CR MORTADELA MARBA TRAD.200g,2.58,
12386,CR PRESUNTO HANS TP.ALEMAO COZ.DEF.1kg,149.5,
12389,QUEIJO MUSS.RALADO P PIZZA EMBALADO kg,49.9,
12392,CR FILE MIG.GRAN CORTE SUI.S O.RESF.1kg,25.99,
12393,CR LOMBO GRAN CORTE SUI.S O.S P.RESF.1kg,24.99,
12394,CR PALETA GRAN CORTE SUI.C O.C P.RES.1kg,19.99,
12395,CR PALETA GRAN CORTE SUI.S O.S P.RESF.1k,22.99,
12396,CR PERNIL GRAN CORTE SUI.C O.C P.RESF.1k,19.99,
12399,CR SOBREPALETA GRAN CORTE SUI.S O.RF.1kg,24.99,
12401,CONTRA FILE 1953 BOV.PED.EMB.kg,75.9,
12402,CORACAO ALC.1953 BOV.BABY BEEF EMB.kg,69.9,
12403,SHOULDER STEAK 1953 BOV.EMB.kg,61.99,
12404,CHUCK EYE ROLL 1953 PORC.BOV.EMB.kg,59.9,
12405,CORACAO PALETA 1953 BOV.S OS.EMB.kg,55.9,
12406,BRISKET 1953 BOV.EMB.kg,48.99,
12407,PEIXINHO 1953 BOV.EMB.kg,49.99,
12408,PICANHA SULITA SUI.S OS.FAT.EMB.kg,27.9,
12411,QUEIJO POLENGHI A QUEIJ.T.SUICO EMB.kg,149.5,
12414,KIWI AMARELO kg,35.99,
12423,CR CARRE GRAN CORTE SUI.C O.S P.RESF.1kg,19.99,
12431,CR QUEIJO CATUPIRY APETI T.GRAN.12M 190g,31.52,
12432,CR QUEIJO CATUP.PETI GRANA PAD.12M 190g,35.51,
12441,JOELHO PALETA GRAN CORTE SUI.RESF.EMB.kg,19.99,
12442,LOMBO GRAN CORTE SUI.S O.S P.MEDALH.EMB.,27.9,
12443,COPA LOMBO GRAN CORTE SUI.MEDALH.EMB.kg,26.99,
12444,FILE MIG.GRAN CORTE SUI.S O.RESF.MED.EMB,29.99,
12445,FILE MIG.GRAN CORTE SUI.S O.RES.ISCA EMB,29.99,
12446,COSTELA GRAN CORTE SUI.RESF.CUBOS EMB.kg,34.99,
12447,JOELHO PERNIL GRAN CORTE SUI.RESF.EMB.kg,19.99,
12451,CR QUEIJO CATUPIRY MINAS PADRAO 480g,37.1,
12452,CR BARRIGA GRAN CORTE SUI.S O.C P.RES.1k,33.99,
12453,CR COSTELA GRAN CORTE SUI.C OS.RESF.1kg,34.99,
12454,CR PERNIL GRAN CORTE SUI.S O.S P.RESF.1k,24.99,
12455,CR PERNIL GRAN CORTE SUI.S O.C P.RESF.1k,23.99,
12457,CR QUEIJO POLENGHI A QUEIJ.T.SUICO 250g,40.72,
12458,CR QUEIJO QUATA T.SUICO 250g,30.97,
12459,QUEIJO POLENG.A QUEIJ.PARM.PC.kg,113.9,
12461,SUCO MEXERICA RIO 500ml,19.9,
12462,SUCO MEXERICA RIO 300ml,14.9,
12476,BROA DE MILHO MINEIRA kg,46.9,
12478,CORACAO PERU PERD.CONG.PC.kg,12.99,
12479,SAMBIQUIRA CONG.PC.kg,4.99,
12480,PATINHO 1953 RESF.PC.kg,43.99,
12481,MINI PASTEL DE CARNE kg,61.9,
12482,MINI PASTEL DE FGO.kg,61.9,
12490,SUCO ACAI C GUARANA 500ml,17.68,
12491,SUCO ACAI C GUARANA MORANGO 500ml,17.68,
12665,CR QUEIJO POLENG.A QUEIJ.T.GOUDA 150g,28.03,
12666,CR QUEIJO POLENG.A QUEIJ.T.EMMENT.250g,46.72,
12667,CR QUEIJO POLENG.A QUEIJ.T.SUICO 250g,46.72,
12671,BROA DE MILHO C GOTAS CHOC.kg,46.9,
12672,PALETA BASSI CORD.C OS.CONG.PC.kg,89.9,
12673,PERNIL BASSI CORD.C OS.CONG.PC.kg,105.9,
12674,CARRE BASSI CORD.C OS.CONG.PC.kg,149.5,
12675,SHORT RACK BASSI CORD.C OS.CONG.PC.kg,119.9,
12676,ALCATRA RECORTE ROLHA PC.kg,29.99,
12703,PIZZA DOIS QUEIJOS LONGA FERM.FAT.110g,7.9,
12704,PIZZA BAURU LONGA FERM.FAT.110g,7.9,
12705,PIZZA CALABRESA MUSS.LONGA FERM.FAT.110g,7.9,
12709,PIZZA CAIPIRA LONGA FERM.FAT.130g,7.9,
12733,PIZZA BAIANA LONGA FERM.FAT.125g,7.9,
12735,PIZZA ESCAROLA LONGA FERM.FAT.125g,7.9,
12737,PIZZA MUSSARELA LONGA FERM.FAT.110g,7.9,
12741,PIZZA PALMITO LONGA FERM.FAT.110g,8.9,
12742,PIZZA PORTUGUESA LONGA FERM.FAT.110g,7.9,
12795,BOLO CHOCOLATE CASEIRO FAT.100g,4.9,
12802,BOLO CENOURA C CHOC.CASEIRO FAT.100g,4.9,
12804,BOLO LARANJA C CALDA LAR.CASEIRO FAT.90g,4.9,
12851,LAGARTO 1953 RESF.PC.kg,39.99,
12852,COXAO MOLE 1953 RESF.PC.kg,44.99,
12853,COXAO DURO 1953 RESF.PC.kg,41.99,
12854,CARRE FLAVOR FRENCH RACK TEMP.PC.kg,149.5,
12855,CARRE FLAVOR T BONE TEMP.PC.kg,89.99,
12856,PERNIL FLAVOR TEMP.PC.kg,85.99,
12857,CARRE FLAVOR T BONE TEMP.FAT.PC.kg,89.99,
12858,PESCOCO OV.FLAVOR FAT.PC.kg,43.99,
12859,PICANHA FLAVOR PC.kg,86.9,
12860,HOT ROLL BANANA C CREME AV.kg,69.9,
12865,SUCO ACAI C GUARANA 300ml,11.96,
12866,SUCO ACAI C GUARANA MORANGO 300ml,11.96,
12867,BACON HANS EXTRA PERNIL PORC.PC.kg,62.4,
12886,FRANGO PASSAR.SEA.CONG.PC.kg,12.99,
12887,ALCATRA SEA.SUI.PC.kg,26.99,
12888,PICANHA SEA.SUI.RESER.PC.kg,29.99,
12889,PATINHO SEA.SUI.RESER.PC.kg,26.99,
12891,CENOURA EM CUBOS kg,15.9,
12892,CENOURA RALADA kg,16.9,
12893,CENOURA RODELAS kg,15.9,
12894,BETERRABA EM CUBOS kg,11.9,
12895,BETERRABA RALADA kg,12.9,
12896,BETERRABA EM RODELAS kg,12.9,
12897,BETERRABA C CENOURA RALADA kg,14.9,
12898,BETERRABA C CENOURA EM CUBOS kg,14.9,
12899,CHUCHU EM CUBOS kg,14.9,
12900,MIX CENOURA CHUCHU VAGEM kg,19.9,
12901,VAGEM EM CUBOS kg,34.9,
12903,ABOBRINHA EM RODELAS kg,11.9,
12904,ESPAGUETE DE ABOBRINHA kg,11.9,
12905,BATATA BAROA EM RODELAS kg,24.9,
12906,BATATA BAROA EM CUBOS kg,24.9,
12907,COXAO DURO 1953 PED.EMB.kg,41.99,
12908,COXAO DURO 1953 BIFE EMB.kg,43.99,
12909,COXAO MOLE 1953 PED.EMB.kg,44.99,
12910,COXAO MOLE 1953 RESF.BIFE EMB.kg,46.99,
12911,SASHIMI SAINT PETER kg,99.9,
12913,QUEIJO COMEVAP MINAS FRESC.PC.kg,32.9,
12914,QUEIJO COMEVAP MINAS FRESC.EMB.kg,32.9,
12915,QUEIJO COMEVAP COALHO PC.kg,66.9,
12916,CR QUEIJO COMEVAP MINAS FRESC.300g,9.87,
12917,CR QUEIJO COMEVAP COALHO 350g,23.41,
12918,ROLHA DA ALCATRA PED.EMB.kg,29.99,
12919,ROLHA DA ALCATRA MOIDO EMB.kg,29.99,
12920,COXA PERU PERD.CORTADA EMB.kg,14.99,
12921,COXAO MOLE 1953 STROGONOFF kg,48.99,
12922,COXAO MOLE 1953 MOIDO EMB.kg,44.99,
12923,LAGARTO 1953 PED.EMB.kg,39.99,
12924,LAGARTO 1953 BIFE EMB.kg,39.99,
12925,PATINHO 1953 PED.EMB.kg,43.99,
12926,PATINHO 1953 BIFE EMB.kg,45.99,
12931,CORACAO PERU PERD.EMB.kg,12.99,
12932,ALCATRA SEA.SUI.BIFE EMB.kg,26.99,
12933,ALCATRA SEA.SUI.PED.EMB.kg,26.99,
12934,PICANHA SEA.SUI.BIFE EMB.kg,29.99,
12935,PICANHA SEA.SUI.PED.EMB.kg,29.99,
12936,PATINHO SEA.SUI.PED.EMB.kg,26.99,
12937,PATINHO SEA.SUI.BIFE EMB.kg,26.99,
12938,PP LOMBO SEA.SUCULENTISSIMO kg,49.99,
12952,PAO DE QJO.ZIN PAO BIG C PARM.80g,4.19,
12953,BIFE ANCHO MAXXY GRILL PC.kg,45.9,
12961,BACON PRIETO COZ.TAB.kg,43.2,
12962,BACON PRIETO PALETA COZ.kg,25.99,
12963,BACON PRIETO PALETA COZ.EMB.kg,25.99,
12964,CR BACON PRIETO COZ.TABLETE 300g,12.96,
12965,CR BACON PRIETO PALETA COZIDO 300g,7.8,
12968,CR TORRESMO AURORA PREM.ROLO 380g,22.4,
12974,BISCOITO COSME DAM.TAPIOQUINHA C COCO kg,68.9,
12975,BISCOITO COSME DAM.GOIABINHA C QJO.kg,68.9,
12976,BISCOITO COSME DAM.NUTS kg,119.9,
12977,CORDAO FILE MIG.PC.kg,29.99,
12981,COSTELA SAD.SUI.TIRAS kg,18.99,
